OTUs,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
1103,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus
1104,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Mycobacterium phage Phaedrus
1105,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae group genomosp. 3
1106,Bacteria,NA,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria cinerea
1107,Bacteria,NA,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria elongata
1108,Bacteria,NA,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria flavescens
1109,Bacteria,NA,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria lactamica
1110,Bacteria,NA,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria mucosa
1111,Bacteria,NA,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria polysaccharea
1112,Bacteria,NA,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria subflava
1113,Bacteria,NA,Firmicutes,Bacilli,Bacillales,NA,Gemella,Gemella haemolysans
1114,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella melitensis
1115,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
1116,Bacteria,NA,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus deserti
1117,Bacteria,NA,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum
1118,Bacteria,NA,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sicca
1119,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
1120,Archaea,NA,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus mahii
1121,Archaea,NA,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Natrialba,Natrialba magadii
1122,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,Candida,Candida parapsilosis
1123,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
1124,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
1125,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium glucuronolyticum
1126,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus curtisii
1127,Bacteria,NA,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum
1128,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,Candida,Candida viswanathii
1129,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
1130,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
1131,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
1132,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
1133,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
1134,Bacteria,NA,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Ureaplasma,Ureaplasma urealyticum
1135,Bacteria,NA,Cyanobacteria,NA,Nostocales,Nostocaceae,Trichormus,Trichormus azollae
1136,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
1137,Bacteria,NA,Chloroflexi,Dehalococcoidia,NA,NA,Dehalogenimonas,Dehalogenimonas lykanthroporepellens
1138,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae
1139,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bivia
1140,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica
1141,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas endodontalis
1142,Bacteria,NA,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sputigena
1143,Bacteria,NA,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis
1144,Bacteria,NA,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,Atopobium rimae
1145,Bacteria,NA,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis
1146,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
1147,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,Rothia mucilaginosa
1148,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium amycolatum
1149,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium tuberculostearicum
1150,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus capitis
1151,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,Enhydrobacter aerosaccus
1152,Bacteria,NA,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter rectus
1153,Bacteria,NA,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter showae
1154,Bacteria,NA,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter gracilis
1155,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equi
1156,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
1157,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
1158,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
1159,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
1160,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
1161,Bacteria,NA,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Thermosediminibacter,Thermosediminibacter oceani
1162,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Dethiobacter,Dethiobacter alkaliphilus
1163,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,Zymomonas mobilis
1164,Eukaryota,NA,NA,Cryptophyta,Pyrenomonadales,Geminigeraceae,Guillardia,Guillardia theta
1165,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,Halothiobacillus,Halothiobacillus neapolitanus
1166,Bacteria,NA,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonatronospira,Desulfonatronospira thiodismutans
1167,Bacteria,NA,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter winghamensis
1168,Bacteria,NA,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter formigenes
1169,Eukaryota,NA,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum tricornutum
1170,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus reuteri
1171,Bacteria,NA,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Laribacter,Laribacter hongkongensis
1172,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
1173,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
1174,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium,Pectobacterium carotovorum
1175,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
1176,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea thermotolerans
1177,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,Zygosaccharomyces rouxii
1178,Eukaryota,Viridiplantae,Chlorophyta,Chlorophyceae,Oedogoniales,NA,Oedogonium,Oedogonium cardiacum
1179,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Anaerococcus,Anaerococcus hydrogenalis
1180,Bacteria,NA,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium gallicum
1181,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya,Dickeya zeae
1182,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium,Pectobacterium carotovorum
1183,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pectobacterium,Pectobacterium wasabiae
1184,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,Coprinus comatus
1185,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Mycobacterium phage Brujita
1186,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia peacockii
1187,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Kyrpidia,Kyrpidia tusciae
1188,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris
1189,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Rothia,Rothia dentocariosa
1190,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. M143
1191,Bacteria,NA,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas testosteroni
1192,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Mycobacterium phage Fruitloop
1193,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Mycobacterium phage Pacc40
1194,Bacteria,NA,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus sp. D21
1195,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,Parabacteroides sp. D13
1196,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici
1197,Bacteria,NA,Spirochaetes,Spirochaetia,Spirochaetales,Brachyspiraceae,Brachyspira,Brachyspira hyodysenteriae
1198,Bacteria,NA,Proteobacteria,Gammaproteobacteria,NA,NA,Luminiphilus,Luminiphilus syltensis
1199,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter vibrioides
1200,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis
1201,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gallinarum
1202,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus casseliflavus
1203,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
1204,Bacteria,NA,Proteobacteria,Gammaproteobacteria,NA,NA,NA,gamma proteobacterium NOR5-3
1205,Bacteria,NA,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum
1206,Bacteria,NA,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,Syntrophus aciditrophicus
1207,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus
1208,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis
1209,Bacteria,NA,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma conjunctivae
1210,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
1211,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Candidatus Hamiltonella,Candidatus Hamiltonella defensa
1212,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,Allochromatium vinosum
1213,Bacteria,NA,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter nitrofigilis
1214,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium thermocellum
1215,Bacteria,NA,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminobacterium,Aminobacterium colombiense
1216,Bacteria,NA,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax delafieldii
1217,Archaea,NA,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus infernus
1218,Archaea,NA,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus fervens
1219,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,Candidatus Hodgkinia,Candidatus Hodgkinia cicadicola
1220,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
1221,Bacteria,NA,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
1222,Bacteria,NA,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio magneticus
1223,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
1224,Bacteria,NA,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta,Spirochaeta smaragdinae
1225,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,Candida,Candida dubliniensis
1226,Bacteria,NA,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Acetohalobium,Acetohalobium arabaticum
1227,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
1228,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii
1229,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
1230,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus
1231,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii
1232,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii
1233,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter lwoffii
1234,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter radioresistens
1235,Bacteria,NA,Bacteroidetes,NA,NA,NA,NA,Bacteroidetes oral taxon 274
1236,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus coleohominis
1237,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus crispatus
1238,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus crispatus
1239,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fermentum
1240,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus jensenii
1241,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus jensenii
1242,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Peptoniphilus,Peptoniphilus sp. oral taxon 386
1243,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella buccae
1244,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica
1245,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. oral taxon 317
1246,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus
1247,Eukaryota,NA,NA,Heterolobosea,Schizopyrenida,Vahlkampfiidae,Naegleria,Naegleria gruberi
1248,Archaea,NA,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus vulcanius
1249,Bacteria,NA,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
1250,Bacteria,NA,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter italicus
1251,Bacteria,NA,Proteobacteria,Betaproteobacteria,Gallionellales,Gallionellaceae,Sideroxydans,Sideroxydans lithotrophicus
1252,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella sp. PE36
1253,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hirschia,Hirschia baltica
1254,Bacteria,NA,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus,Methylovorus glucosotrophus
1255,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium denitrificans
1256,Bacteria,NA,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera mobilis
1257,Bacteria,NA,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,Coraliomargarita akajimensis
1258,Bacteria,NA,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter mathranii
1259,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia fergusonii
1260,Eukaryota,NA,Apicomplexa,Aconoidasida,Haemosporida,NA,Plasmodium,Plasmodium knowlesi
1261,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
1262,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
1263,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
1264,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus curtisii
1265,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helveticus
1266,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylolyticus
1267,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium,Brevibacterium mcbrellneri
1268,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. D20
1269,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. D22
1270,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,Leuconostoc mesenteroides
1271,Bacteria,NA,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter sp. X561
1272,Bacteria,NA,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter ethanolicus
1273,Bacteria,NA,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio,Desulfurivibrio alkaliphilus
1274,Archaea,NA,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,Ferroglobus placidus
1275,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya,Dickeya dadantii
1276,Bacteria,NA,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus fermentans
1277,Archaea,NA,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus
1278,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella flexneri
1279,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Mycobacterium phage Phlyer
1280,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Rickettsiella,Rickettsiella grylli
1281,Bacteria,NA,Synergistetes,Synergistia,Synergistales,Synergistaceae,Anaerobaculum,Anaerobaculum hydrogeniformans
1282,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus megaterium
1283,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum
1284,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Buchnera,Buchnera aphidicola
1285,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
1286,Bacteria,NA,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,Fibrobacter succinogenes
1287,Viruses,NA,NA,NA,Caudovirales,Siphoviridae,NA,Staphylococcus phage 53 sensu lato
1288,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,Tolumonas auensis
1289,Bacteria,NA,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella ceti
1290,Bacteria,NA,Bacteroidetes,Flavobacteriia,Flavobacteriales,NA,Candidatus Sulcia,Candidatus Sulcia muelleri
1291,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,Micrococcus luteus
1292,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis
1293,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter radioresistens
1294,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus warneri
1295,Bacteria,NA,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria flavescens
1296,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius
1297,Bacteria,NA,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia goodfellowii
1298,Bacteria,NA,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema vincentii
1299,Bacteria,NA,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus jensenii
1300,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas uenonis
1301,Bacteria,NA,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus,Mobiluncus mulieris
1302,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus anaerobius
1303,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XI. Incertae Sedis,Peptoniphilus,Peptoniphilus lacrimalis
1304,Bacteria,NA,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma australiense
1305,Bacteria,NA,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Nautilia,Nautilia profundicola
1306,Bacteria,NA,Cyanobacteria,NA,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
1307,Bacteria,NA,Cyanobacteria,NA,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
1308,Bacteria,NA,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium sp. (Periplaneta americana)
1309,Bacteria,NA,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis
1310,Bacteria,NA,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. MR-7
1311,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Oribacterium sp. oral taxon 078
1312,Bacteria,NA,Aquificae,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus
1313,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium saccharolyticum
1314,Bacteria,NA,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. oral taxon 786
1315,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia inulinivorans
